report_id,inspection_date,segment_id,issue_type,severity,recommendation,repair_date,inspector_id,inspection_method
RPT-00804,2023-07-03,SEG_031,No Issues,None,Routine Maintenance,,INS-979,Visual
RPT-00805,2023-07-03,SEG_074,No Issues,None,Routine Maintenance,,INS-984,Visual
RPT-00806,2023-07-03,SEG_055,No Issues,None,Routine Maintenance,,INS-712,ROW Patrol
RPT-00807,2023-07-03,SEG_063,Third-Party Interference,Major,Investigate,2023-07-23,INS-797,ILI
RPT-00808,2023-07-03,SEG_085,Third-Party Interference,Major,Investigate,2023-07-09,INS-164,Hydrotest
RPT-00809,2023-07-10,SEG_023,No Issues,None,Routine Maintenance,,INS-462,ROW Patrol
RPT-00810,2023-07-10,SEG_081,Vegetation Encroachment,Minor,Monitor,,INS-588,ROW Patrol
RPT-00811,2023-07-10,SEG_027,No Issues,None,Routine Maintenance,,INS-567,Visual
RPT-00812,2023-07-10,SEG_084,Third-Party Interference,Moderate,Investigate,,INS-869,Hydrotest
RPT-00813,2023-07-10,SEG_064,Corrosion,Major,Repair ASAP,2023-08-03,INS-233,ILI
RPT-00814,2023-07-10,SEG_055,No Issues,None,Routine Maintenance,,INS-446,Visual
RPT-00815,2023-07-10,SEG_008,No Issues,None,Routine Maintenance,,INS-761,ROW Patrol
RPT-00816,2023-07-10,SEG_014,Third-Party Interference,Moderate,Repair ASAP,2023-08-07,INS-990,Hydrotest
RPT-00817,2023-07-17,SEG_048,Coating Damage,Minor,Monitor,,INS-498,ROW Patrol
RPT-00818,2023-07-17,SEG_020,Third-Party Interference,Major,Investigate,2023-07-25,INS-760,ILI
RPT-00819,2023-07-17,SEG_079,No Issues,None,Routine Maintenance,,INS-954,ROW Patrol
RPT-00820,2023-07-17,SEG_002,Corrosion,Major,Monitor,2023-07-31,INS-365,Hydrotest
RPT-00821,2023-07-17,SEG_034,Third-Party Interference,Major,Investigate,2023-07-31,INS-214,Hydrotest
RPT-00822,2023-07-17,SEG_015,Third-Party Interference,Moderate,Investigate,,INS-745,UT
RPT-00823,2023-07-17,SEG_001,No Issues,None,Routine Maintenance,,INS-202,ILI
RPT-00824,2023-07-17,SEG_045,Third-Party Interference,Moderate,Investigate,,INS-362,ILI
RPT-00825,2023-07-18,SEG_075,No Issues,None,Routine Maintenance,,INS-729,Visual
RPT-00826,2023-07-24,SEG_037,No Issues,None,Routine Maintenance,,INS-402,ROW Patrol
RPT-00827,2023-07-24,SEG_034,Third-Party Interference,Major,Investigate,2023-08-11,INS-923,ILI
RPT-00828,2023-07-24,SEG_020,Corrosion,Major,Repair ASAP,2023-08-21,INS-246,Visual
RPT-00829,2023-07-24,SEG_050,Corrosion,Major,Monitor,2023-08-15,INS-449,Hydrotest
RPT-00830,2023-07-24,SEG_031,Coating Damage,Moderate,Monitor,,INS-889,ILI
RPT-00831,2023-07-24,SEG_072,No Issues,None,Routine Maintenance,,INS-314,ROW Patrol
RPT-00832,2023-07-24,SEG_058,No Issues,None,Routine Maintenance,,INS-802,ROW Patrol
RPT-00833,2023-07-24,SEG_067,No Issues,None,Routine Maintenance,,INS-644,ROW Patrol
RPT-00834,2023-07-31,SEG_013,Third-Party Interference,Major,Investigate,2023-08-04,INS-145,Hydrotest
RPT-00835,2023-07-31,SEG_065,Third-Party Interference,Moderate,Investigate,,INS-718,ROW Patrol
RPT-00836,2023-07-31,SEG_017,No Issues,None,Routine Maintenance,,INS-947,ROW Patrol
RPT-00837,2023-07-31,SEG_018,No Issues,None,Routine Maintenance,,INS-673,Visual
RPT-00838,2023-07-31,SEG_080,No Issues,None,Routine Maintenance,,INS-227,ILI
RPT-00839,2023-07-31,SEG_058,No Issues,None,Routine Maintenance,,INS-820,Visual
RPT-00840,2023-07-31,SEG_055,Mechanical Damage,Moderate,Repair ASAP,2023-08-19,INS-387,Hydrotest
RPT-00841,2023-07-31,SEG_059,No Issues,None,Routine Maintenance,,INS-508,Visual
RPT-00842,2023-08-07,SEG_040,Vegetation Encroachment,Minor,Monitor,,INS-394,Hydrotest
RPT-00843,2023-08-07,SEG_063,Mechanical Damage,Critical,Repair ASAP,2023-08-16,INS-169,Hydrotest
RPT-00844,2023-08-07,SEG_009,No Issues,None,Routine Maintenance,,INS-274,ROW Patrol
RPT-00845,2023-08-07,SEG_085,Third-Party Interference,Major,Investigate,2023-08-27,INS-518,Visual
RPT-00846,2023-08-07,SEG_043,Corrosion,Major,Monitor,2023-09-03,INS-182,ILI
RPT-00847,2023-08-07,SEG_078,No Issues,None,Routine Maintenance,,INS-284,ROW Patrol
RPT-00848,2023-08-07,SEG_077,Corrosion,Minor,Repair ASAP,2023-08-22,INS-739,UT
RPT-00849,2023-08-07,SEG_051,Corrosion,Major,Repair ASAP,2023-08-18,INS-388,UT
RPT-00850,2023-08-14,SEG_056,Corrosion,Moderate,Monitor,,INS-725,Hydrotest
RPT-00851,2023-08-14,SEG_037,No Issues,None,Routine Maintenance,,INS-820,ROW Patrol
RPT-00852,2023-08-14,SEG_010,Corrosion,Major,Monitor,2023-08-18,INS-487,Hydrotest
RPT-00853,2023-08-14,SEG_035,Third-Party Interference,Moderate,Investigate,,INS-820,Visual
RPT-00854,2023-08-14,SEG_041,No Issues,None,Routine Maintenance,,INS-857,ILI
RPT-00855,2023-08-14,SEG_007,Third-Party Interference,Moderate,Investigate,,INS-232,UT
RPT-00856,2023-08-14,SEG_004,Coating Damage,Minor,Repair ASAP,2023-09-07,INS-334,Visual
RPT-00857,2023-08-14,SEG_024,No Issues,None,Routine Maintenance,,INS-157,ROW Patrol
RPT-00858,2023-08-21,SEG_009,No Issues,None,Routine Maintenance,,INS-329,ROW Patrol
RPT-00859,2023-08-21,SEG_031,No Issues,None,Routine Maintenance,,INS-144,Visual
RPT-00860,2023-08-21,SEG_033,Coating Damage,Minor,Repair ASAP,2023-09-01,INS-301,Hydrotest
RPT-00861,2023-08-21,SEG_077,No Issues,None,Routine Maintenance,,INS-670,ROW Patrol
RPT-00862,2023-08-21,SEG_037,No Issues,None,Routine Maintenance,,INS-892,Visual
RPT-00863,2023-08-21,SEG_034,Third-Party Interference,Moderate,Investigate,,INS-456,ROW Patrol
RPT-00864,2023-08-21,SEG_039,Vegetation Encroachment,Minor,Monitor,,INS-232,ILI
RPT-00865,2023-08-21,SEG_065,No Issues,None,Routine Maintenance,,INS-110,ILI
RPT-00866,2023-08-28,SEG_004,No Issues,None,Routine Maintenance,,INS-983,ROW Patrol
RPT-00867,2023-08-28,SEG_070,No Issues,None,Routine Maintenance,,INS-751,ILI
RPT-00868,2023-08-28,SEG_026,Corrosion,Minor,Repair ASAP,2023-09-20,INS-550,Hydrotest
RPT-00869,2023-08-28,SEG_042,No Issues,None,Routine Maintenance,,INS-974,ROW Patrol
RPT-00870,2023-08-28,SEG_063,Corrosion,Moderate,Immediate Shutdown,,INS-382,UT
RPT-00871,2023-08-28,SEG_020,Vegetation Encroachment,Minor,Clear Area,,INS-296,Visual
RPT-00872,2023-08-28,SEG_034,Coating Damage,Moderate,Monitor,,INS-142,Hydrotest
RPT-00873,2023-08-28,SEG_018,Corrosion,Critical,Monitor,2023-09-18,INS-370,Hydrotest
RPT-00874,2023-09-04,SEG_038,Coating Damage,Moderate,Monitor,,INS-449,ILI
RPT-00875,2023-09-04,SEG_030,Corrosion,Minor,Monitor,,INS-276,UT
RPT-00876,2023-09-04,SEG_052,Corrosion,Moderate,Monitor,,INS-664,UT
RPT-00877,2023-09-04,SEG_083,No Issues,None,Routine Maintenance,,INS-736,Visual
RPT-00878,2023-09-04,SEG_005,Coating Damage,Moderate,Monitor,,INS-804,UT
RPT-00879,2023-09-04,SEG_039,No Issues,None,Routine Maintenance,,INS-839,ILI
RPT-00880,2023-09-04,SEG_046,Corrosion,Major,Monitor,2023-09-28,INS-101,Visual
RPT-00881,2023-09-04,SEG_043,Mechanical Damage,Major,Immediate Shutdown,2023-09-15,INS-665,Hydrotest
RPT-00882,2023-09-05,SEG_061,Corrosion,Moderate,Repair ASAP,2023-09-23,INS-428,UT
RPT-00883,2023-09-11,SEG_035,No Issues,None,Routine Maintenance,,INS-514,ROW Patrol
RPT-00884,2023-09-11,SEG_070,No Issues,None,Routine Maintenance,,INS-745,Visual
RPT-00885,2023-09-11,SEG_045,Mechanical Damage,Critical,Immediate Shutdown,2023-09-21,INS-497,UT
RPT-00886,2023-09-11,SEG_054,No Issues,None,Routine Maintenance,,INS-894,ROW Patrol
RPT-00887,2023-09-11,SEG_068,No Issues,None,Routine Maintenance,,INS-595,Visual
RPT-00888,2023-09-11,SEG_032,Coating Damage,Minor,Repair ASAP,2023-09-21,INS-226,ILI
RPT-00889,2023-09-11,SEG_028,Mechanical Damage,Major,Repair ASAP,2023-09-29,INS-721,ILI
RPT-00890,2023-09-11,SEG_007,Corrosion,Minor,Monitor,,INS-375,UT
RPT-00891,2023-09-18,SEG_062,No Issues,None,Routine Maintenance,,INS-663,Visual
RPT-00892,2023-09-18,SEG_034,No Issues,None,Routine Maintenance,,INS-762,ROW Patrol
RPT-00893,2023-09-18,SEG_031,No Issues,None,Routine Maintenance,,INS-239,ILI
RPT-00894,2023-09-18,SEG_068,No Issues,None,Routine Maintenance,,INS-674,ROW Patrol
RPT-00895,2023-09-18,SEG_072,Mechanical Damage,Critical,Repair ASAP,2023-10-10,INS-824,Visual
RPT-00896,2023-09-18,SEG_033,Coating Damage,Moderate,Repair ASAP,2023-10-06,INS-787,ILI
RPT-00897,2023-09-18,SEG_032,Coating Damage,Minor,Repair ASAP,2023-10-01,INS-869,ROW Patrol
RPT-00898,2023-09-18,SEG_081,No Issues,None,Routine Maintenance,,INS-863,ROW Patrol
RPT-00899,2023-09-25,SEG_051,Corrosion,Major,Repair ASAP,2023-10-16,INS-494,UT
RPT-00900,2023-09-25,SEG_050,Third-Party Interference,Major,Investigate,2023-10-20,INS-226,Visual
RPT-00901,2023-09-25,SEG_085,Corrosion,Minor,Monitor,,INS-753,ROW Patrol
RPT-00902,2023-09-25,SEG_066,Vegetation Encroachment,Minor,Clear Area,,INS-144,ROW Patrol
RPT-00903,2023-09-25,SEG_029,Vegetation Encroachment,Minor,Monitor,,INS-474,UT
RPT-00904,2023-09-25,SEG_004,Mechanical Damage,Moderate,Immediate Shutdown,,INS-552,Visual
RPT-00905,2023-09-25,SEG_053,Mechanical Damage,Critical,Immediate Shutdown,2023-10-14,INS-131,Hydrotest
RPT-00906,2023-09-25,SEG_002,Corrosion,Minor,Immediate Shutdown,,INS-674,ROW Patrol
RPT-00907,2023-10-02,SEG_050,No Issues,None,Routine Maintenance,,INS-714,Visual
RPT-00908,2023-10-02,SEG_005,Mechanical Damage,Major,Repair ASAP,2023-10-15,INS-332,ILI
RPT-00909,2023-10-02,SEG_067,No Issues,None,Routine Maintenance,,INS-787,Visual
RPT-00910,2023-10-02,SEG_074,Corrosion,Moderate,Monitor,,INS-270,UT
RPT-00911,2023-10-02,SEG_052,Vegetation Encroachment,Minor,Monitor,,INS-815,UT
RPT-00912,2023-10-02,SEG_071,Vegetation Encroachment,Minor,Clear Area,,INS-233,UT
RPT-00913,2023-10-02,SEG_022,Vegetation Encroachment,Minor,Monitor,,INS-794,ROW Patrol
RPT-00914,2023-10-02,SEG_070,No Issues,None,Routine Maintenance,,INS-590,ROW Patrol
RPT-00915,2023-10-09,SEG_035,Third-Party Interference,Moderate,Repair ASAP,2023-10-23,INS-251,ILI
RPT-00916,2023-10-09,SEG_080,Corrosion,Major,Monitor,2023-11-06,INS-133,ILI
RPT-00917,2023-10-09,SEG_053,Coating Damage,Moderate,Repair ASAP,2023-10-28,INS-257,UT
RPT-00918,2023-10-09,SEG_039,No Issues,None,Routine Maintenance,,INS-927,ILI
RPT-00919,2023-10-09,SEG_012,No Issues,None,Routine Maintenance,,INS-810,ROW Patrol
RPT-00920,2023-10-09,SEG_027,No Issues,None,Routine Maintenance,,INS-383,ROW Patrol
RPT-00921,2023-10-09,SEG_065,Mechanical Damage,Major,Immediate Shutdown,2023-11-07,INS-965,UT
RPT-00922,2023-10-09,SEG_051,No Issues,None,Routine Maintenance,,INS-839,ILI
RPT-00923,2023-10-16,SEG_066,Vegetation Encroachment,Minor,Monitor,,INS-598,Hydrotest
RPT-00924,2023-10-16,SEG_020,No Issues,None,Routine Maintenance,,INS-774,ROW Patrol
RPT-00925,2023-10-16,SEG_079,No Issues,None,Routine Maintenance,,INS-981,ROW Patrol
RPT-00926,2023-10-16,SEG_071,Corrosion,Major,Repair ASAP,2023-10-22,INS-278,UT
RPT-00927,2023-10-16,SEG_063,Third-Party Interference,Moderate,Repair ASAP,2023-11-08,INS-286,Hydrotest
RPT-00928,2023-10-16,SEG_025,Vegetation Encroachment,Minor,Monitor,,INS-168,Visual
RPT-00929,2023-10-16,SEG_052,Third-Party Interference,Moderate,Investigate,,INS-981,Hydrotest
RPT-00930,2023-10-16,SEG_028,No Issues,None,Routine Maintenance,,INS-338,Visual
RPT-00931,2023-10-21,SEG_005,Mechanical Damage,Major,Repair ASAP,2023-11-14,INS-443,Visual
RPT-00932,2023-10-23,SEG_041,No Issues,None,Routine Maintenance,,INS-880,ROW Patrol
RPT-00933,2023-10-23,SEG_011,No Issues,None,Routine Maintenance,,INS-804,Visual
RPT-00934,2023-10-23,SEG_044,Mechanical Damage,Critical,Immediate Shutdown,2023-11-03,INS-773,ILI
RPT-00935,2023-10-23,SEG_071,Vegetation Encroachment,Minor,Clear Area,,INS-901,UT
RPT-00936,2023-10-23,SEG_081,Corrosion,Moderate,Repair ASAP,2023-11-04,INS-247,Visual
RPT-00937,2023-10-23,SEG_002,No Issues,None,Routine Maintenance,,INS-460,ROW Patrol
RPT-00938,2023-10-23,SEG_056,No Issues,None,Routine Maintenance,,INS-320,Visual
RPT-00939,2023-10-23,SEG_077,No Issues,None,Routine Maintenance,,INS-177,ROW Patrol
RPT-00940,2023-10-30,SEG_044,Coating Damage,Minor,Repair ASAP,2023-11-17,INS-803,UT
RPT-00941,2023-10-30,SEG_084,No Issues,None,Routine Maintenance,,INS-313,Visual
RPT-00942,2023-10-30,SEG_004,Third-Party Interference,Moderate,Repair ASAP,2023-11-01,INS-318,Hydrotest
RPT-00943,2023-10-30,SEG_062,Mechanical Damage,Moderate,Immediate Shutdown,,INS-190,Visual
RPT-00944,2023-10-30,SEG_070,Coating Damage,Minor,Repair ASAP,2023-11-15,INS-963,UT
RPT-00945,2023-10-30,SEG_008,Vegetation Encroachment,Minor,Monitor,,INS-224,Hydrotest
RPT-00946,2023-10-30,SEG_032,Coating Damage,Minor,Monitor,,INS-201,Hydrotest
RPT-00947,2023-10-30,SEG_000,No Issues,None,Routine Maintenance,,INS-178,Visual
RPT-00948,2023-11-06,SEG_022,No Issues,None,Routine Maintenance,,INS-470,Visual
RPT-00949,2023-11-06,SEG_059,No Issues,None,Routine Maintenance,,INS-916,ROW Patrol
RPT-00950,2023-11-06,SEG_006,Coating Damage,Moderate,Repair ASAP,2023-12-01,INS-119,ILI
RPT-00951,2023-11-06,SEG_078,No Issues,None,Routine Maintenance,,INS-239,Visual
RPT-00952,2023-11-06,SEG_017,Third-Party Interference,Major,Repair ASAP,2023-11-30,INS-346,Hydrotest
RPT-00953,2023-11-06,SEG_012,No Issues,None,Routine Maintenance,,INS-212,ILI
RPT-00954,2023-11-06,SEG_048,No Issues,None,Routine Maintenance,,INS-307,Visual
RPT-00955,2023-11-06,SEG_045,No Issues,None,Routine Maintenance,,INS-462,ILI
RPT-00956,2023-11-13,SEG_036,No Issues,None,Routine Maintenance,,INS-468,ILI
RPT-00957,2023-11-13,SEG_063,Coating Damage,Moderate,Repair ASAP,2023-11-16,INS-170,Hydrotest
RPT-00958,2023-11-13,SEG_021,Vegetation Encroachment,Minor,Monitor,,INS-585,UT
RPT-00959,2023-11-13,SEG_061,Third-Party Interference,Moderate,Investigate,,INS-632,ILI
RPT-00960,2023-11-13,SEG_013,No Issues,None,Routine Maintenance,,INS-502,Visual
RPT-00961,2023-11-13,SEG_065,Corrosion,Minor,Repair ASAP,2023-11-23,INS-439,UT
RPT-00962,2023-11-13,SEG_073,Coating Damage,Minor,Monitor,,INS-562,Visual
RPT-00963,2023-11-13,SEG_080,Vegetation Encroachment,Minor,Clear Area,,INS-361,ILI
RPT-00964,2023-11-20,SEG_002,No Issues,None,Routine Maintenance,,INS-442,Visual
RPT-00965,2023-11-20,SEG_076,No Issues,None,Routine Maintenance,,INS-189,Visual
RPT-00966,2023-11-20,SEG_084,Coating Damage,Moderate,Monitor,,INS-430,UT
RPT-00967,2023-11-20,SEG_019,Vegetation Encroachment,Minor,Clear Area,,INS-656,UT
RPT-00968,2023-11-20,SEG_067,Vegetation Encroachment,Minor,Clear Area,,INS-939,Hydrotest
RPT-00969,2023-11-20,SEG_021,Third-Party Interference,Moderate,Repair ASAP,2023-12-04,INS-855,Visual
RPT-00970,2023-11-20,SEG_012,Coating Damage,Moderate,Monitor,,INS-157,ILI
RPT-00971,2023-11-20,SEG_054,Coating Damage,Minor,Monitor,,INS-174,Hydrotest
RPT-00972,2023-11-27,SEG_076,No Issues,None,Routine Maintenance,,INS-462,Visual
RPT-00973,2023-11-27,SEG_002,No Issues,None,Routine Maintenance,,INS-935,ROW Patrol
RPT-00974,2023-11-27,SEG_045,Coating Damage,Minor,Repair ASAP,2023-12-20,INS-437,UT
RPT-00975,2023-11-27,SEG_055,Mechanical Damage,Critical,Immediate Shutdown,2023-11-30,INS-598,Hydrotest
RPT-00976,2023-11-27,SEG_017,Mechanical Damage,Moderate,Repair ASAP,2023-12-15,INS-394,ROW Patrol
RPT-00977,2023-11-27,SEG_074,Coating Damage,Moderate,Monitor,,INS-347,Visual
RPT-00978,2023-11-27,SEG_075,Corrosion,Moderate,Repair ASAP,2023-12-13,INS-249,UT
RPT-00979,2023-11-27,SEG_016,No Issues,None,Routine Maintenance,,INS-373,ILI
RPT-00980,2023-12-04,SEG_049,No Issues,None,Routine Maintenance,,INS-471,ROW Patrol
RPT-00981,2023-12-04,SEG_081,Third-Party Interference,Moderate,Investigate,,INS-406,ROW Patrol
RPT-00982,2023-12-04,SEG_004,No Issues,None,Routine Maintenance,,INS-513,ILI
RPT-00983,2023-12-04,SEG_057,Corrosion,Minor,Repair ASAP,2023-12-25,INS-633,ILI
RPT-00984,2023-12-04,SEG_074,No Issues,None,Routine Maintenance,,INS-866,ROW Patrol
RPT-00985,2023-12-04,SEG_065,Mechanical Damage,Moderate,Immediate Shutdown,,INS-863,UT
RPT-00986,2023-12-04,SEG_046,Coating Damage,Moderate,Monitor,,INS-800,UT
RPT-00987,2023-12-04,SEG_018,Third-Party Interference,Major,Investigate,2023-12-28,INS-174,Visual
RPT-00988,2023-12-11,SEG_003,Coating Damage,Moderate,Monitor,,INS-580,Visual
RPT-00989,2023-12-11,SEG_007,No Issues,None,Routine Maintenance,,INS-794,ROW Patrol
RPT-00990,2023-12-11,SEG_056,Third-Party Interference,Moderate,Repair ASAP,2023-12-27,INS-832,Hydrotest
RPT-00991,2023-12-11,SEG_009,Coating Damage,Minor,Repair ASAP,2023-12-12,INS-307,UT
RPT-00992,2023-12-11,SEG_077,No Issues,None,Routine Maintenance,,INS-587,ROW Patrol
RPT-00993,2023-12-11,SEG_049,No Issues,None,Routine Maintenance,,INS-675,Visual
RPT-00994,2023-12-11,SEG_022,Mechanical Damage,Moderate,Immediate Shutdown,,INS-140,Hydrotest
RPT-00995,2023-12-11,SEG_025,Coating Damage,Minor,Monitor,,INS-829,UT
RPT-00996,2023-12-18,SEG_030,No Issues,None,Routine Maintenance,,INS-513,ROW Patrol
RPT-00997,2023-12-18,SEG_043,Mechanical Damage,Moderate,Repair ASAP,2024-01-10,INS-377,ILI
RPT-00998,2023-12-18,SEG_001,Vegetation Encroachment,Minor,Clear Area,,INS-489,Hydrotest
RPT-00999,2023-12-18,SEG_024,Mechanical Damage,Critical,Immediate Shutdown,2024-01-16,INS-159,Hydrotest
RPT-01000,2023-12-18,SEG_066,Vegetation Encroachment,Minor,Clear Area,,INS-371,UT
RPT-01001,2023-12-18,SEG_036,Third-Party Interference,Major,Repair ASAP,2024-01-12,INS-144,ILI
RPT-01002,2023-12-18,SEG_047,No Issues,None,Routine Maintenance,,INS-365,ROW Patrol
RPT-01003,2023-12-18,SEG_051,Third-Party Interference,Major,Repair ASAP,2023-12-20,INS-429,ROW Patrol
RPT-01004,2023-12-20,SEG_026,Vegetation Encroachment,Minor,Clear Area,,INS-124,UT
RPT-01005,2023-12-25,SEG_027,No Issues,None,Routine Maintenance,,INS-729,ROW Patrol
RPT-01006,2023-12-25,SEG_061,Mechanical Damage,Major,Repair ASAP,2024-01-13,INS-173,Hydrotest
RPT-01007,2023-12-25,SEG_012,Coating Damage,Moderate,Repair ASAP,2023-12-30,INS-782,ROW Patrol
RPT-01008,2023-12-25,SEG_079,Third-Party Interference,Moderate,Repair ASAP,2023-12-30,INS-515,ILI
RPT-01009,2023-12-25,SEG_021,Coating Damage,Minor,Monitor,,INS-752,Hydrotest
RPT-01010,2023-12-25,SEG_072,Corrosion,Minor,Monitor,,INS-568,UT
RPT-01011,2023-12-25,SEG_075,Vegetation Encroachment,Minor,Monitor,,INS-469,Hydrotest
RPT-01012,2023-12-25,SEG_059,Mechanical Damage,Major,Repair ASAP,2024-01-02,INS-526,Hydrotest
RPT-01013,2024-01-01,SEG_052,Coating Damage,Minor,Repair ASAP,2024-01-25,INS-268,UT
RPT-01014,2024-01-01,SEG_045,Mechanical Damage,Critical,Immediate Shutdown,2024-01-19,INS-808,Visual
RPT-01015,2024-01-01,SEG_029,Mechanical Damage,Critical,Repair ASAP,2024-01-25,INS-798,Hydrotest
RPT-01016,2024-01-01,SEG_078,No Issues,None,Routine Maintenance,,INS-671,Visual
RPT-01017,2024-01-01,SEG_021,Third-Party Interference,Moderate,Investigate,,INS-827,ILI
RPT-01018,2024-01-01,SEG_016,Mechanical Damage,Moderate,Repair ASAP,2024-01-09,INS-134,UT
RPT-01019,2024-01-01,SEG_040,No Issues,None,Routine Maintenance,,INS-776,Visual
RPT-01020,2024-01-01,SEG_049,Coating Damage,Minor,Repair ASAP,2024-01-21,INS-292,ILI
RPT-01021,2024-01-08,SEG_069,Corrosion,Minor,Immediate Shutdown,,INS-407,UT
RPT-01022,2024-01-08,SEG_035,No Issues,None,Routine Maintenance,,INS-128,ILI
RPT-01023,2024-01-08,SEG_006,Mechanical Damage,Major,Immediate Shutdown,2024-01-31,INS-531,ILI
RPT-01024,2024-01-08,SEG_079,Coating Damage,Minor,Repair ASAP,2024-01-15,INS-166,Hydrotest
RPT-01025,2024-01-08,SEG_026,No Issues,None,Routine Maintenance,,INS-638,ILI
RPT-01026,2024-01-08,SEG_011,No Issues,None,Routine Maintenance,,INS-655,ROW Patrol
RPT-01027,2024-01-08,SEG_062,Third-Party Interference,Major,Investigate,2024-01-23,INS-873,Visual
RPT-01028,2024-01-08,SEG_060,Coating Damage,Moderate,Repair ASAP,2024-01-17,INS-790,ILI
RPT-01029,2024-01-15,SEG_027,Corrosion,Moderate,Monitor,,INS-645,Hydrotest
RPT-01030,2024-01-15,SEG_047,No Issues,None,Routine Maintenance,,INS-704,Visual
RPT-01031,2024-01-15,SEG_008,No Issues,None,Routine Maintenance,,INS-816,ROW Patrol
RPT-01032,2024-01-15,SEG_030,Third-Party Interference,Major,Investigate,2024-01-22,INS-245,ROW Patrol
RPT-01033,2024-01-15,SEG_059,Mechanical Damage,Critical,Immediate Shutdown,2024-02-11,INS-934,UT
RPT-01034,2024-01-15,SEG_085,Corrosion,Minor,Monitor,,INS-413,ILI
RPT-01035,2024-01-15,SEG_041,No Issues,None,Routine Maintenance,,INS-921,Visual
RPT-01036,2024-01-15,SEG_075,No Issues,None,Routine Maintenance,,INS-669,ROW Patrol
RPT-01037,2024-01-22,SEG_035,No Issues,None,Routine Maintenance,,INS-531,ROW Patrol
RPT-01038,2024-01-22,SEG_053,Mechanical Damage,Moderate,Repair ASAP,2024-02-06,INS-783,ILI
RPT-01039,2024-01-22,SEG_036,Coating Damage,Minor,Repair ASAP,2024-02-03,INS-706,Hydrotest
RPT-01040,2024-01-22,SEG_039,Third-Party Interference,Major,Repair ASAP,2024-02-11,INS-848,UT
RPT-01041,2024-01-22,SEG_008,Coating Damage,Moderate,Repair ASAP,2024-01-25,INS-768,Hydrotest
RPT-01042,2024-01-22,SEG_049,Corrosion,Minor,Immediate Shutdown,,INS-302,ILI
RPT-01043,2024-01-22,SEG_047,No Issues,None,Routine Maintenance,,INS-909,ILI
RPT-01044,2024-01-22,SEG_025,Coating Damage,Moderate,Repair ASAP,2024-02-19,INS-176,Hydrotest
RPT-01045,2024-01-29,SEG_053,Third-Party Interference,Major,Repair ASAP,2024-02-18,INS-438,UT
RPT-01046,2024-01-29,SEG_020,Third-Party Interference,Moderate,Repair ASAP,2024-02-15,INS-546,UT
RPT-01047,2024-01-29,SEG_059,No Issues,None,Routine Maintenance,,INS-231,ROW Patrol
RPT-01048,2024-01-29,SEG_005,Coating Damage,Minor,Repair ASAP,2024-02-14,INS-788,UT
RPT-01049,2024-01-29,SEG_018,No Issues,None,Routine Maintenance,,INS-691,ROW Patrol
RPT-01050,2024-01-29,SEG_052,Mechanical Damage,Major,Immediate Shutdown,2024-02-14,INS-639,UT
RPT-01051,2024-01-29,SEG_012,Third-Party Interference,Moderate,Repair ASAP,2024-01-31,INS-440,ROW Patrol
RPT-01052,2024-01-29,SEG_069,Vegetation Encroachment,Minor,Clear Area,,INS-290,UT
RPT-01053,2024-02-05,SEG_076,No Issues,None,Routine Maintenance,,INS-639,Visual
RPT-01054,2024-02-05,SEG_003,Coating Damage,Minor,Repair ASAP,2024-02-07,INS-174,ROW Patrol
RPT-01055,2024-02-05,SEG_079,Mechanical Damage,Major,Repair ASAP,2024-02-06,INS-419,ILI
RPT-01056,2024-02-05,SEG_039,No Issues,None,Routine Maintenance,,INS-116,Visual
RPT-01057,2024-02-05,SEG_019,No Issues,None,Routine Maintenance,,INS-812,Visual
RPT-01058,2024-02-05,SEG_059,Third-Party Interference,Major,Investigate,2024-02-23,INS-868,Hydrotest
RPT-01059,2024-02-05,SEG_056,Mechanical Damage,Critical,Immediate Shutdown,2024-02-27,INS-202,Hydrotest
RPT-01060,2024-02-05,SEG_012,Coating Damage,Moderate,Repair ASAP,2024-02-27,INS-319,ROW Patrol
RPT-01061,2024-02-12,SEG_053,Vegetation Encroachment,Minor,Monitor,,INS-652,Visual
RPT-01062,2024-02-12,SEG_065,Corrosion,Major,Immediate Shutdown,2024-03-11,INS-853,UT
RPT-01063,2024-02-12,SEG_000,Mechanical Damage,Critical,Repair ASAP,2024-02-21,INS-667,Visual
RPT-01064,2024-02-12,SEG_024,No Issues,None,Routine Maintenance,,INS-140,ROW Patrol
RPT-01065,2024-02-12,SEG_042,Mechanical Damage,Moderate,Immediate Shutdown,,INS-748,Hydrotest
RPT-01066,2024-02-12,SEG_064,Vegetation Encroachment,Minor,Monitor,,INS-898,Visual
RPT-01067,2024-02-12,SEG_029,Third-Party Interference,Moderate,Repair ASAP,2024-03-05,INS-143,UT
RPT-01068,2024-02-12,SEG_073,Corrosion,Moderate,Immediate Shutdown,,INS-241,Hydrotest
RPT-01069,2024-02-19,SEG_035,Coating Damage,Moderate,Monitor,,INS-667,ROW Patrol
RPT-01070,2024-02-19,SEG_074,Vegetation Encroachment,Minor,Clear Area,,INS-278,UT
RPT-01071,2024-02-19,SEG_069,Corrosion,Major,Repair ASAP,2024-03-10,INS-233,ILI
RPT-01072,2024-02-19,SEG_016,Vegetation Encroachment,Minor,Monitor,,INS-859,UT
RPT-01073,2024-02-19,SEG_013,No Issues,None,Routine Maintenance,,INS-335,ROW Patrol
